Book Title,Authors
"Energy, electricity and electronics",Rex Miller
Testing of electro-magnetic machinery and other apparatus,Bernard Victor Swenson
Principles of electricity,"Cornetet, Wendell Hillis"
Questions and answers on the National electrical code,Thomas Stanislaus McLoughlin
Outline for DC circuit analysis,Phillip Cutler
"Practical instruction on ""Electrical fire hazards,""",Thomas Henry Day
Electrical engineering problems ..,John George Pertsch
The electric light and power industry in the United States,National Electric Light Association
Handbook Of Transparent Conductors,David S. Ginley
"Malaysia, project findings and recommendations",International Labour Organisation.
Opuscules et lettres (choix),Blaise Pascal
The application of hyperbolic functions to electrical engineering problems,Arthur E. Kennelly
L' électrification rurale du Québec,Albert Rioux
"Systems, networks, and computation: basic concepts",Michael L. Dertouzos
"Dictionnaire anglais-français des termes relatifs à l'électronique, l'électrotechnique, l'informatique et aux applications connexes ..",Henry Piraux
"Electrical equipment, its selection and arrangement",Harold Warner Brown
"Werner von Siemens, 1816-1892",Johannes Bähr
Light current applications 3 checkbook,J. R. Penketh
Electrcl Instaltn Techny 3rd Elbs,NEIDLE
Electrical Principles,D.W. Tyler
Electrical Instruments in Hazardous Locations,Ernest Magison
Fundamentals of Electromagnetics,Narayana Rao
"Eleventh International Symposium on High Voltage Engineering, 23-27 August 1999","International Symposium on High Voltage Engineering (11th 1999 London, England)"
Mastering Elect Eng Ex Pr 2e Morris N,Noel M. Morris
Guide National Electrcl '90 Ed,HARMAN ET AL
English in Electronics and Electrical Engineering (English in Focus),Glendinning
Industrial Electricity,"Rex; Miller, Martin R. Miller"
Electrical and Electronic Principles Level II (M & E Tecbook Series),Frank Goodall
Metodychni osnovy tekhnolohiï navchanni͡a︡,O. E. Kovalenko
"Multilingual Dictionary of Electricity, Electronics and Telecommunications (Electricity, Electronics & Telecommunications)",International Electrotechnical Commissio
Principles and applications of mathematics for communications-electronics,United States Department of the Army
Probability and Random Processes for Electrical Engineering,Leon Garcia
A Textbook of Electrical Technology in SI Units,Theraja
Taschenbuch der Elektrotechnik,Ralf Kories
Leis e estatutos,Brazil
"Dictionary of Electrical Engineering, Power Engineering and Automation, Part 2/English German",Siemens A&D Translation Services
An Illustrated Guide to Electrical Safety,Thomas M. Kovacic
National Electrical Safety Code,American National Standards Co
FE Exam Review,Myron E. Sveum
Nickel-hydrogen batteries,Albert H. Zimmerman
Zborník vedeckých prác Elektrotechnickej fakulty SVŠT Bratislava,Slovenská vysoká škola technická v Bratislave. Elektrotechnická fakulta.
Die Fernbedienungstechnik im Dienste der Elektrizitätsversorgung,Walter Henning
"Vědecká konference Elektrotechnické systémy, Praha, 28.-30.11. 1978","Vědecká konference Elektrotechnické systémy (1978 Prague, Czechoslovakia)"
"Dicționar de electrotehnică, electronică, telecomunicații, automatică și cibernetică, francez-român",Mihai Condruc
"Dicționar de electrotehnică, electronică, telecomunicații, automatică și cibernetică român-francez",Mihai Condruc
[Papers,Recent Developments with Copper in Electrical Engineering Conference Sydney 1969.
Optimum design of electrical machines,Odd Walter Andersen
Electrical engineering materials,"Korit͡skiĭ, I͡U. V."
Digital computers in engineering,Samuel Seely
"Electrical engineering, introduction and concepts",Samuel Seely
Electromechanical energy conversion,Samuel Seely
Studienplan für die Grundstudienrichtung Elektroingenieurwesen (Nomenklatur-Nr. 140),Germany (East). Ministerium für Hoch- und Fachschulwesen.
Complete guide to electrical and electronic repairs,Carl G. Grolle
Electrotehnică,Emil Simion
Elektrotechnika i elektronika,Władysław Kołek
Practical Electronic Science Projects,Bernard B. Babani
Electrotehnică și măsurări electrice,Nicolae Bogoevici
Be. ha-s. ha-miḳtsoʻi,Ester Nitsan
Vocational schools,Ester Nitsan
Seminar report,"International Seminar: Upgrading of Standardization Engineers in Countries of the Near and Middle East Cairo, Egypt 1972."
Komputeryzacja projektowania przemysłowych urządzeń elektroenergetycznych,"Bujko, Jan."
Electrical engineering,South Australian Institute of Technology. Central Library.
[Report],Comisión de Integración Eléctrica Regional. Subcomité de Ingeniería de Sistemas Eléctricos.
Elettrotecnica industriale,Luigi Gambarelli
Elektroenergetika,Bohumil Špaček
On some numerical methods for the calculation of the time behaviour of a network,Walter Entenmann
"Electricity laws, containing Indian electricity act, 1910, Indian electricity rules, 1956 ..",Ramanuj Das
"Electricity laws, containing Indian electricity act, 1910, Indian electricity rules, 1956 ..., with case law & comments",Ramanuj Das
"Conference papers from the summer meeting and energy resources conference, Anaheim, California, July 14-19, 1974",IEEE Power Engineering Society
"Conference papers from the winter meeting, New York, N.Y., January 26-31, 1975",IEEE Power Engineering Society
"IEEE Power Engineering Society conference papers from the summer meeting, San Francisco, California, July 20-25, 1975",IEEE Power Engineering Society
"IEEE Power Engineering Society discussions and closures of conference papers from the summer meeting and energy resources conference, Anaheim, California, July 14-19, 1974",IEEE Power Engineering Society
Ideális anyagszerkezetek az elektrotechnikában,"Urbanek, János"
National Electrical Code Changes Workshop,National Electrical Code Changes Workshop.
Grundlagen der elektrischen Modellierung und Simulationstechnik,Hermann Uhlmann
"VI Seminário Nacional de Distribuição de Energia Elétrica, Manaus, AM, 8 a 14 de julho de 1973",Seminário Nacional de Distribuição de Energia Elétrica Manaus 1973.
"Proceedings of the sixth Power Systems Computation Conference, Darmstadt, 21-25 August 1978",Power Systems Computation Conference Darmstadt 1978.
Georgia State electrical code,Georgia. State Building Administrative Board.
Topics from calculus and circuit theory,"Nielsen, Frank"
Verordnung über elektrische Anlagen in explosionsgefährdeten Räumen (ElexV),Hanns Steyrer
La trasformazione di Laplace nell'analisi dei circuiti,Claudio Beccari
Tesla u pričama,Simo Tesla
Elektrotechnika,Hanna Kukurba
Spravochnoe posobie zavodskogo ėlektrika,"Kuznet͡sov, Boris Vladimirovich electrical engineer."
Matematicheskie osnovy teorii ėlektromekhanicheskikh preobrazovateleĭ,Roman Vladimirovich Filʹt͡s
Électrotechnique industrielle,Guy Seguier
Számítógépes módszerek az erősáramú elektrotechnikában,"Benkó, Sándor."
Tự điẻ̂n điện và điện tử Anh Việt,Nghiêm Duy.
"Eleventh congress, Lausanne (30th June - 8th July, 1958)",International Union of Producers and Distributors of Electrical Energy.
"Thomas Edison, genius of electricity",Keith Ellis
Régimen jurídico de los servicios de electricidad,Clodomiro Zavalía
Rechtsvorschriften im Bereich der Elektrotechnik,Matthias Nöthlichs
Basic Electrotechnology (Reed's Marine Engineering Series),E. G. R. Kraal
What to Say When They Say I'm Jewish,Fenton Ward
National Electrical Code 2005 Softcover Version,NFPA
Managing Electrical Safety,"Jr., CSP, James H. Wiggings"
Harvey's Electrical Code Field Guide (NEC 2005),Harvey Holzman
ASTM Standards on Electrical Protective Equipment for Workers,Astm Committee F-18 On Electrical Protec
Electrical and Electronic Principles for Technicians,D.C. Green
Engineer in Wonderland,E.R. Laithwaite
Proceedings of the 36th Midwest Symposium on Circuits and Systems,IEEE Circuits and Systems Society
Proceedings of the 38th Midwest Symposium on Circuits & Systems,IEEE Circuits and Systems Society
Electrical Applications Three,D. W. Tyler
Electrical Applications Two Checkbook (Checkbooks Series),D. W. Tyler
"""Stromdurchleitung"" über fremde Netze als Rechtsproblem",Hans Fischerhof
Electrical principles for technicians,"Hamilton, Roger B.Sc."
An introduction to electrical science,Frank Linsley
"International Symposium on Operator Theory of Networks and Systems, August 17-19, 1977, Lubbock, Texas","International Symposium on Operator Theory of Networks and Systems Lubbock, Tex. 1977."
Third Power Systems Computation Conference,Power Systems Computation Conference Rome 1969.
New frontiers in electricity,"Gardner, John William."
Cum să ne păzim contra electrocutărilor,Mauriciu Sufrim
"The university, electrical engineering, and space travel",Doran J. Baker
Electrical and electronic principles,Ian McKenzie Smith
Electrical engineering principles and measurements,Ian McKenzie Smith
Mathematical aspects of electrical network analysis,"Symposium in Applied Mathematics (1969 New York, N.Y.)"
Instalații electrice pentru construcții,Titu Costăchescu
Simpozij Nikola Tesla,"Simpozij Nikola Tesla Zagreb, etc. 1976."
Foundations for electronics,John M. Doyle
"Study guide, Basic mathematics for electronics",Herbert F. R. Adams
Conference digest,"International Electrical, Electronics Conference and Exposition Toronto, Ont. 1979."
Preprints,"International Conference on Numerical Methods in Electrical and Magnetic Field Problems Santa Margherita Ligure, Italy 1976."
A reference book for electrical and telecommunications technicians,S. P. Halsey
Electrotehnică și mașini electrice,Florin Manea
Teoreettinen sähkötekniikka,Rauno Saari
100 Q&A on Electrical Safety (100 Questions & Answers about . . .),Ray A. Jones
Einführung in die Elektrotechnik,Heinrich Frohne
Einführung in die Elektrotechnik,Robert Jötten
Sähkötieteellinen sanasto,Suomen Standardisoimisliitto.
Anglicko-český a česko-anglický elektrotechnický a elektronický slovík,Josef Feigl
Properties of materials for electrical engineers,K. J. Pascoe
Electrical engineering and economics and ethics for professional engineering examinations,John S. Lyons
Thomas Edison,Naunerle C. Farr
Dictionnaire anglais-français d'électrotechnique ..,"Jean Guy Grenier, Jean-Guy Grenier"
Rachunek Laplacea̕ dla techników telekomunikacji,Tadeusz Bzowski
Network analysis; theory and computer methods,Randall W. Jensen
Erläuterungen zu den Bestimmungen für das Errichten von Starkstromanlagen mit Nennspannungen bis 1000 V,Wilhelm Schrank
Practical electricity,Robert G. Middleton
The home owner handbook of electrical repairs,Robert Edward Hertzberg
1972 IEEE Region Six (U.S. western region) conference record,Institute of Electrical and Electronics Engineers. Region 6.
Conference record: engineering for the conservation of mankind,Institute of Electrical and Electronics Engineers. Region 6.
"""Electronics serving mankind""",Institute of Electrical and Electronics Engineers. Region 6.
"Engineering, key to the future",Institute of Electrical and Electronics Engineers. Region 6.
Proceedings: IEEE resources (electrical and electronics engineering resources) roundup,Institute of Electrical and Electronics Engineers. Region 6.
Edison's electric light,"Greenwood, Ernest"
101 questions & answers about electricity,Leo G. Sands
Electrical terms and electrical equipment,Electricity Commission of New South Wales.
Elektrotechnika a radiotechnika za školou,Zdeněk Paulín
An introduction to electrical engineering,Malcolm Russell Ward
Electrical engineering principles,Malcolm Russell Ward
Professional electrical/electronic engineer's license study guide,E. J. Ross
Laboratory manual for a first course in electrical technology,M. Court
Nouvelle encyclopédie pratique d'électricité,Henri Desarces
Tratado de eletricidade prática,Jeronimo Teixeira Borges
"Kleines Lexikon der Elektrotechnik für Beruf und Schule, für Techniker und Kaufleute",Ernst Peter Pils
Electronic and electrical fundamentals,Philco Corporation. TechRep Division. Technical Dept.
English-Russian electrotechnical dictionary,L. B. Geĭler
English-Russian eletrotechnical dictionary,L. B. Geĭler
Mémento d'électrotechnique,Adrien Curchod
Ėlektrotekhnika i ėlektrooborudovanie,Petr Parfen'evich I͡Astrebov
"Edison experiments you can do, based on the original notebooks of Thomas Alva Edison",Marjorie Van de Water
Das  Buch der Elektrotechnik und Elektronik,A. F. Marfeld
Grundlagen der allgemeinen Elektrotechnik,Otto Mohr
Static electricity,Francis Briggs Silsbee
Általános elektrotechnika,Károly Pál Kovács
Izbrannye trudy,"Nikitin, V. P."
Linear graphs and electrical networks,"Seshu, Sundaram"
Spravochnai͡a︡ kniga ėlektromontera,Mitrofan Fedorovich Troĭnin
